time,original,filtered,fitted
0.734,1.58041,1.15575,2.51728
0.735,1.11304,1.14421,2.51734
0.736,1.15256,1.14647,2.51741
0.737,1.28282,1.1833,2.51747
0.738,0.989638,1.13098,2.51754
0.739,1.43322,1.21264,2.5176
0.74,1.54812,1.30327,2.51766
0.741,1.00169,1.2218,2.51773
0.742,0.528668,1.03454,2.51779
0.743,0.797829,0.970593,2.51785
0.744,1.45424,1.10125,2.51792
0.745,0.762894,1.00984,2.51798
0.746,0.60486,0.900435,2.51805
0.747,1.27571,1.00182,2.51811
0.748,1.00936,1.00385,2.51817
0.749,0.886166,0.97206,2.51824
0.75,0.972904,0.972288,2.5183
0.751,0.968758,0.971335,2.51837
0.752,1.48537,1.1102,2.51843
0.753,1.11316,1.111,2.51849
0.754,0.898705,1.05365,2.51856
0.755,1.05697,1.05455,2.51862
0.756,1.05779,1.05542,2.51868
0.757,0.894761,1.01202,2.51875
0.758,0.975374,1.00212,2.51881
0.759,1.08267,1.02388,2.51888
0.76,1.13467,1.05381,2.51894
0.761,1.17784,1.08732,2.519
0.762,0.981111,1.05863,2.51907
0.763,0.616983,0.939313,2.51913
0.764,0.854882,0.916504,2.51919
0.765,1.0631,0.956108,2.51926
0.766,1.42891,1.08384,2.51932
0.767,0.893334,1.03237,2.51939
0.768,1.43208,1.14036,2.51945
0.769,0.330559,0.921584,2.51951
0.77,0.89576,0.914608,2.51958
0.771,0.955823,0.925742,2.51964
0.772,0.897161,0.918021,2.5197
0.773,0.920831,0.91878,2.51977
0.774,1.24332,1.00646,2.51983
0.775,1.16702,1.04983,2.5199
0.776,0.713807,0.959054,2.51996
0.777,1.63902,1.14275,2.52002
0.778,1.06051,1.12053,2.52009
0.779,0.998087,1.08745,2.52015
0.78,0.750049,0.996302,2.52022
0.781,1.09186,1.02212,2.52028
0.782,1.25187,1.08419,2.52034
0.783,1.34872,1.15565,2.52041
0.784,1.00637,1.11532,2.52047
0.785,0.959607,1.07326,2.52053
0.786,0.930073,1.03457,2.5206
0.787,0.7928,0.969257,2.52066
0.788,1.14331,1.01628,2.52073
0.789,1.17439,1.05899,2.52079
0.79,0.933371,1.02506,2.52085
0.791,1.05909,1.03425,2.52092
0.792,0.834363,0.98025,2.52098
0.793,1.22137,1.04539,2.52104
0.794,1.13196,1.06878,2.52111
0.795,0.834833,1.00558,2.52117
0.796,1.00891,1.00648,2.52124
0.797,1.13169,1.0403,2.5213
0.798,1.2869,1.10692,2.52136
0.799,1.37257,1.17869,2.52143
0.8,0.896515,1.10246,2.52149
0.801,1.25871,1.14467,2.52155
0.802,1.11246,1.13597,2.52162
0.803,0.89409,1.07063,2.52168
0.804,1.23174,1.11415,2.52175
0.805,1.14435,1.12231,2.52181
0.806,1.2309,1.15165,2.52187
0.807,1.30356,1.19269,2.52194
0.808,0.635169,1.04207,2.522
0.809,1.16425,1.07508,2.52207
0.81,0.994444,1.05329,2.52213
0.811,1.14249,1.07739,2.52219
0.812,1.39028,1.16192,2.52226
0.813,0.996241,1.11716,2.52232
0.814,0.863996,1.04877,2.52238
0.815,0.790395,0.978966,2.52245
0.816,0.646159,0.889056,2.52251
0.817,1.23775,0.983257,2.52258
0.818,1.339,1.07936,2.52264
0.819,0.520743,0.928449,2.5227
0.82,1.00698,0.949664,2.52277
0.821,1.36361,1.0615,2.52283
0.822,0.790344,0.988242,2.52289
0.823,0.987316,0.987992,2.52296
0.824,1.09354,1.01651,2.52302
0.825,1.26797,1.08444,2.52309
0.826,0.892373,1.03255,2.52315
0.827,1.18884,1.07477,2.52321
0.828,1.03544,1.06415,2.52328
0.829,0.871001,1.01197,2.52334
0.83,1.08457,1.03158,2.5234
0.831,0.64724,0.92775,2.52347
0.832,0.943768,0.932077,2.52353
0.833,0.880837,0.918234,2.5236
0.834,0.783495,0.881833,2.52366
0.835,1.19528,0.966513,2.52372
0.836,0.577821,0.861505,2.52379
0.837,1.4094,1.00952,2.52385
0.838,0.7042,0.927039,2.52392
0.839,1.04736,0.959543,2.52398
0.84,0.839816,0.927198,2.52404
0.841,0.85273,0.90708,2.52411
0.842,1.0765,0.952849,2.52417
0.843,1.05281,0.979854,2.52423
0.844,0.623003,0.883448,2.5243
0.845,0.969786,0.906773,2.52436
0.846,1.08282,0.954334,2.52443
0.847,1.45461,1.08949,2.52449
0.848,1.38673,1.16979,2.52455
0.849,0.883443,1.09243,2.52462
0.85,1.04823,1.08049,2.52468
0.851,1.16413,1.10309,2.52474
0.852,0.759587,1.01029,2.52481
0.853,0.904179,0.981621,2.52487
0.854,1.13828,1.02394,2.52494
0.855,1.28879,1.09549,2.525
0.856,0.920586,1.04824,2.52506
0.857,1.29287,1.11433,2.52513
0.858,1.13348,1.1195,2.52519
0.859,1.24112,1.15236,2.52525
0.86,1.29979,1.19219,2.52532
0.861,0.734989,1.06867,2.52538
0.862,1.06608,1.06797,2.52545
0.863,1.18121,1.09856,2.52551
0.864,0.797274,1.01717,2.52557
0.865,1.33062,1.10185,2.52564
0.866,1.20839,1.13063,2.5257
0.867,1.0641,1.11266,2.52577
0.868,1.22153,1.14207,2.52583
0.869,0.883213,1.07214,2.52589
0.87,0.88587,1.02182,2.52596
0.871,1.20328,1.07084,2.52602
0.872,1.10162,1.07916,2.52608
0.873,1.55303,1.20717,2.52615
0.874,1.49843,1.28586,2.52621
0.875,1.12646,1.2428,2.52628
0.876,1.01808,1.18209,2.52634
0.877,0.776674,1.07256,2.5264
0.878,0.852266,1.01305,2.52647
0.879,1.15602,1.05167,2.52653
0.88,1.47174,1.16516,2.52659
0.881,0.790443,1.06393,2.52666
0.882,1.17797,1.09474,2.52672
0.883,0.719168,0.993274,2.52679
0.884,1.28964,1.07334,2.52685
0.885,0.679924,0.967055,2.52691
0.886,1.56746,1.12926,2.52698
0.887,0.92926,1.07523,2.52704
0.888,1.12494,1.08866,2.5271
0.889,0.818096,1.01556,2.52717
0.89,1.08698,1.03486,2.52723
0.891,0.51963,0.895666,2.5273
0.892,0.959338,0.912868,2.52736
0.893,1.02837,0.94407,2.52742
0.894,0.930169,0.940315,2.52749
0.895,1.05058,0.970103,2.52755
0.896,0.992376,0.97612,2.52761
0.897,0.864221,0.94589,2.52768
0.898,0.941424,0.944683,2.52774
0.899,0.627804,0.859077,2.52781
0.9,1.06353,0.91431,2.52787
0.901,1.09778,0.963875,2.52793
0.902,1.07392,0.993605,2.528
0.903,1.20787,1.05149,2.52806
0.904,1.05221,1.05168,2.52813
0.905,0.411446,0.87872,2.52819
0.906,0.978447,0.905662,2.52825
0.907,1.22475,0.991865,2.52832
0.908,1.52998,1.13724,2.52838
0.909,1.19124,1.15183,2.52844
0.91,1.34344,1.20359,2.52851
0.911,1.092,1.17345,2.52857
0.912,0.732079,1.05421,2.52864
0.913,0.574446,0.924598,2.5287
0.914,1.25971,1.01513,2.52876
0.915,1.3451,1.10427,2.52883
0.916,1.35311,1.1715,2.52889
0.917,0.733399,1.05314,2.52895
0.918,1.24486,1.10494,2.52902
0.919,1.36746,1.17586,2.52908
0.92,1.049,1.14159,2.52915
0.921,1.24874,1.17054,2.52921
0.922,1.27427,1.19856,2.52927
0.923,1.15249,1.18611,2.52934
0.924,1.19056,1.18732,2.5294
0.925,1.41163,1.24792,2.52946
0.926,0.89632,1.15293,2.52953
0.927,1.24241,1.1771,2.52959
0.928,1.29836,1.20986,2.52966
0.929,0.898367,1.12571,2.52972
0.93,1.13163,1.12731,2.52978
0.931,1.06978,1.11177,2.52985
0.932,0.785431,1.02361,2.52991
0.933,1.31583,1.10255,2.52998
0.934,1.01672,1.07936,2.53004
0.935,1.01323,1.0615,2.5301
0.936,0.882007,1.01301,2.53017
0.937,0.749609,0.941848,2.53023
0.938,0.866548,0.921505,2.53029
0.939,0.673215,0.854428,2.53036
0.94,1.04237,0.905202,2.53042
0.941,0.919232,0.908992,2.53049
0.942,0.754433,0.867237,2.53055
0.943,1.06286,0.920085,2.53061
0.944,1.18181,0.990791,2.53068
0.945,1.34243,1.08579,2.53074
0.946,1.12427,1.09618,2.5308
0.947,0.845162,1.02837,2.53087
0.948,1.38439,1.12455,2.53093
0.949,1.12641,1.12505,2.531
0.95,1.28684,1.16876,2.53106
0.951,1.08372,1.14579,2.53112
0.952,1.04989,1.11988,2.53119
0.953,1.17377,1.13444,2.53125
0.954,0.874771,1.06429,2.53131
0.955,1.46268,1.17192,2.53138
0.956,1.41653,1.238,2.53144
0.957,1.19287,1.22581,2.53151
0.958,1.50961,1.30248,2.53157
0.959,1.29612,1.30076,2.53163
0.96,1.15674,1.26185,2.5317
0.961,0.829813,1.14513,2.53176
0.962,1.02834,1.11358,2.53183
0.963,1.34126,1.17509,2.53189
0.964,1.28023,1.2035,2.53195
0.965,0.576705,1.03416,2.53202
0.966,0.575786,0.910331,2.53208
0.967,1.06411,0.951875,2.53214
0.968,1.08225,0.987095,2.53221
0.969,1.40618,1.10031,2.53227
0.97,1.48505,1.20425,2.53234
0.971,1.12059,1.18165,2.5324
0.972,1.52576,1.27461,2.53246
0.973,1.24512,1.26665,2.53253
0.974,1.10277,1.22237,2.53259
0.975,0.922046,1.14124,2.53265
0.976,1.00334,1.10398,2.53272
0.977,1.38489,1.17987,2.53278
0.978,1.54811,1.27936,2.53285
0.979,1.10779,1.23301,2.53291
0.98,0.783923,1.11168,2.53297
0.981,0.782842,1.02285,2.53304
0.982,0.961464,1.00626,2.5331
0.983,0.488258,0.866321,2.53316
0.984,1.19899,0.956195,2.53323
0.985,1.52404,1.1096,2.53329
0.986,1.1768,1.12776,2.53336
0.987,1.26729,1.16545,2.53342
0.988,1.34022,1.21267,2.53348
0.989,1.22745,1.21666,2.53355
0.99,1.38586,1.26237,2.53361
0.991,1.15851,1.23431,2.53368
0.992,1.23965,1.23576,2.53374
0.993,1.24869,1.23925,2.5338
0.994,0.780343,1.11527,2.53387
0.995,1.30716,1.16711,2.53393
0.996,1.04187,1.13328,2.53399
0.997,0.732905,1.02511,2.53406
0.998,1.12006,1.05077,2.53412
0.999,1.09264,1.06208,2.53419
1,0.557377,0.925729,2.53425
1.001,1.12249,0.978886,2.53431
1.002,1.22686,1.04588,2.53438
1.003,1.79,1.24691,2.53444
1.004,1.04825,1.19324,2.5345
1.005,0.796264,1.08599,2.53457
1.006,1.42829,1.17847,2.53463
1.007,1.24633,1.1968,2.5347
1.008,1.08303,1.16607,2.53476
1.009,1.65624,1.29849,2.53482
1.01,1.3553,1.31384,2.53489
1.011,1.46212,1.3539,2.53495
1.012,1.2756,1.33274,2.53501
1.013,1.49957,1.37781,2.53508
1.014,1.49888,1.41052,2.53514
1.015,1.23454,1.36298,2.53521
1.016,1.5913,1.42466,2.53527
1.017,1.10164,1.33739,2.53533
1.018,1.05014,1.25979,2.5354
1.019,1.34485,1.28277,2.53546
1.02,1.1605,1.24974,2.53553
1.021,0.847128,1.14097,2.53559
1.022,1.31989,1.18931,2.53565
1.023,1.09987,1.16514,2.53572
1.024,0.812186,1.06979,2.53578
1.025,1.15811,1.09365,2.53584
1.026,1.32403,1.15589,2.53591
1.027,1.07812,1.13488,2.53597
1.028,0.839872,1.05518,2.53604
1.029,1.42,1.15374,2.5361
1.03,1.02426,1.11876,2.53616
1.031,1.41402,1.19853,2.53623
1.032,1.05116,1.15871,2.53629
1.033,1.67287,1.29762,2.53635
1.034,1.54069,1.36328,2.53642
1.035,1.17523,1.31248,2.53648
1.036,1.29918,1.30889,2.53655
1.037,1.48953,1.35769,2.53661
1.038,1.20376,1.3161,2.53667
1.039,1.31713,1.31638,2.53674
1.04,1.09078,1.25543,2.5368
1.041,1.15949,1.22951,2.53686
1.042,1.47662,1.29627,2.53693
1.043,1.37576,1.31775,2.53699
1.044,1.29851,1.31255,2.53706
1.045,1.56445,1.3806,2.53712
1.046,1.1349,1.31422,2.53718
1.047,1.43185,1.346,2.53725
1.048,1.01533,1.25667,2.53731
1.049,1.5036,1.32338,2.53738
1.05,1.57545,1.39148,2.53744
1.051,0.895195,1.2574,2.5375
1.052,1.45845,1.31172,2.53757
1.053,1.41746,1.34029,2.53763
1.054,1.21254,1.30577,2.53769
1.055,1.59093,1.38281,2.53776
1.056,1.05094,1.29315,2.53782
1.057,1.39923,1.32181,2.53789
1.058,1.58064,1.39174,2.53795
1.059,1.08338,1.30843,2.53801
1.06,1.51108,1.36318,2.53808
1.061,1.4634,1.39025,2.53814
1.062,1.52602,1.42693,2.5382
1.063,1.32961,1.40064,2.53827
1.064,1.32982,1.38151,2.53833
1.065,1.74942,1.4809,2.5384
1.066,1.21661,1.4095,2.53846
1.067,1.23718,1.36295,2.53852
1.068,1.12817,1.29952,2.53859
1.069,1.70562,1.40923,2.53865
1.07,0.936788,1.2816,2.53871
1.071,1.40313,1.31443,2.53878
1.072,1.62281,1.39774,2.53884
1.073,1.31383,1.37507,2.53891
1.074,1.59512,1.43452,2.53897
1.075,1.37282,1.41785,2.53903
1.076,1.36886,1.40462,2.5391
1.077,1.80202,1.51198,2.53916
1.078,1.46478,1.49923,2.53923
1.079,1.67851,1.54766,2.53929
1.08,1.41048,1.5106,2.53935
1.081,1.15884,1.41557,2.53942
1.082,1.74405,1.50431,2.53948
1.083,1.84343,1.59593,2.53954
1.084,1.43811,1.55329,2.53961
1.085,1.32827,1.4925,2.53967
1.086,1.38964,1.46471,2.53974
1.087,1.53398,1.48343,2.5398
1.088,1.33987,1.44464,2.53986
1.089,1.17807,1.37263,2.53993
1.09,1.2111,1.32899,2.53999
1.091,1.44402,1.36007,2.54005
1.092,0.977215,1.25664,2.54012
1.093,1.3815,1.29037,2.54018
1.094,1.52457,1.35364,2.54025
1.095,1.59018,1.41754,2.54031
1.096,1.76434,1.51123,2.54037
1.097,1.53922,1.51879,2.54044
1.098,1.17165,1.42501,2.5405
1.099,0.81209,1.25942,2.54056
1.1,1.18916,1.24044,2.54063
1.101,1.15589,1.2176,2.54069
1.102,1.38755,1.26351,2.54076
1.103,1.73062,1.38971,2.54082
1.104,1.59825,1.44604,2.54088
1.105,1.35046,1.42022,2.54095
1.106,1.68637,1.49212,2.54101
1.107,1.38316,1.46269,2.54108
1.108,1.31232,1.42206,2.54114
1.109,1.81771,1.52895,2.5412
1.11,1.22518,1.44689,2.54127
1.111,1.54688,1.4739,2.54133
1.112,1.41458,1.45788,2.54139
1.113,1.45459,1.45699,2.54146
1.114,1.52445,1.47521,2.54152
1.115,1.50146,1.48231,2.54159
1.116,1.2926,1.43106,2.54165
1.117,1.62068,1.48228,2.54171
1.118,1.49204,1.48492,2.54178
1.119,1.09227,1.37884,2.54184
1.12,1.38811,1.38135,2.5419
1.121,1.54706,1.42612,2.54197
1.122,1.74881,1.51329,2.54203
1.123,1.43378,1.49181,2.5421
1.124,1.45724,1.48247,2.54216
1.125,1.90423,1.59641,2.54222
1.126,1.65177,1.61137,2.54229
1.127,1.75195,1.64935,2.54235
1.128,1.26193,1.54468,2.54241
1.129,1.64496,1.57177,2.54248
1.13,1.58412,1.57511,2.54254
1.131,1.6006,1.58199,2.54261
1.132,1.32039,1.51132,2.54267
1.133,1.5812,1.5302,2.54273
1.134,1.08071,1.40877,2.5428
1.135,1.52362,1.4398,2.54286
1.136,1.55097,1.46983,2.54293
1.137,1.43093,1.45932,2.54299
1.138,1.43853,1.45371,2.54305
1.139,1.36853,1.4307,2.54312
1.14,1.3822,1.41759,2.54318
1.141,1.54094,1.45092,2.54324
1.142,1.45513,1.45205,2.54331
1.143,1.30934,1.4135,2.54337
1.144,1.02881,1.30957,2.54344
1.145,1.63213,1.39671,2.5435
1.146,1.86732,1.52385,2.54356
1.147,1.46253,1.50728,2.54363
1.148,1.45901,1.49424,2.54369
1.149,1.42476,1.47547,2.54375
1.15,1.64775,1.52201,2.54382
1.151,1.62985,1.55115,2.54388
1.152,1.60266,1.56506,2.54395
1.153,2.23025,1.74477,2.54401
1.154,1.5866,1.70204,2.54407
1.155,1.69577,1.70034,2.54414
1.156,1.70479,1.70155,2.5442
1.157,1.83369,1.73724,2.54426
1.158,1.70702,1.72908,2.54433
1.159,2.11443,1.83318,2.54439
1.16,1.49844,1.74275,2.54446
1.161,1.8891,1.78229,2.54452
1.162,1.66342,1.75018,2.54458
1.163,1.75137,1.7505,2.54465
1.164,1.26033,1.61808,2.54471
1.165,1.50461,1.58742,2.54478
1.166,1.43189,1.5454,2.54484
1.167,1.75841,1.60295,2.5449
1.168,1.55924,1.59114,2.54497
1.169,1.96647,1.69254,2.54503
1.17,1.4056,1.61502,2.54509
1.171,1.51143,1.58704,2.54516
1.172,1.28263,1.5048,2.54522
1.173,1.98227,1.63379,2.54529
1.174,1.48878,1.59461,2.54535
1.175,1.72561,1.63,2.54541
1.176,1.7448,1.66102,2.54548
1.177,1.59468,1.6431,2.54554
1.178,1.59915,1.63122,2.5456
1.179,1.58884,1.61977,2.54567
1.18,1.28046,1.5281,2.54573
1.181,1.9607,1.64497,2.5458
1.182,1.09007,1.49506,2.54586
1.183,1.82424,1.58399,2.54592
1.184,1.80731,1.64432,2.54599
1.185,1.37681,1.57205,2.54605
1.186,1.71292,1.61011,2.54611
1.187,1.75337,1.64881,2.54618
1.188,1.83414,1.69888,2.54624
1.189,1.57463,1.66531,2.54631
1.19,1.41673,1.59816,2.54637
1.191,1.8739,1.67265,2.54643
1.192,2.36797,1.8605,2.5465
1.193,1.93742,1.88128,2.54656
1.194,1.9413,1.89749,2.54662
1.195,1.47465,1.78326,2.54669
1.196,1.55132,1.7206,2.54675
1.197,1.49695,1.66018,2.54682
1.198,1.6676,1.66218,2.54688
1.199,2.02123,1.75918,2.54694
1.2,1.81462,1.77416,2.54701
1.201,1.51253,1.70348,2.54707
1.202,1.70921,1.70502,2.54714
1.203,1.43483,1.63203,2.5472
1.204,1.48427,1.59211,2.54726
1.205,1.67709,1.61507,2.54733
1.206,1.75287,1.6523,2.54739
1.207,1.42189,1.59005,2.54745
1.208,1.27445,1.50479,2.54752
1.209,1.70752,1.55956,2.54758
1.21,1.87073,1.64362,2.54765
1.211,2.15865,1.78276,2.54771
1.212,1.37751,1.67328,2.54777
1.213,1.66985,1.67235,2.54784
1.214,1.85606,1.72198,2.5479
1.215,1.42046,1.64053,2.54796
1.216,1.62361,1.63596,2.54803
1.217,1.61905,1.63139,2.54809
1.218,1.82158,1.68277,2.54816
1.219,1.28015,1.574,2.54822
1.22,1.81781,1.63987,2.54828
1.221,2.03858,1.74758,2.54835
1.222,2.27174,1.88918,2.54841
1.223,1.87854,1.88631,2.54847
1.224,1.95711,1.90544,2.54854
1.225,1.59423,1.82136,2.5486
1.226,1.51987,1.73991,2.54867
1.227,2.03823,1.8205,2.54873
1.228,1.80862,1.81729,2.54879
1.229,2.21644,1.92513,2.54886
1.23,1.8218,1.89721,2.54892
1.231,1.76232,1.86077,2.54899
1.232,1.88531,1.8674,2.54905
1.233,1.34968,1.72753,2.54911
1.234,2.02094,1.8068,2.54918
1.235,1.82194,1.81089,2.54924
1.236,1.78268,1.80327,2.5493
1.237,1.45223,1.70843,2.54937
1.238,1.80496,1.73451,2.54943
1.239,1.66157,1.71481,2.5495
1.24,1.61384,1.68753,2.54956
1.241,1.89802,1.7444,2.54962
1.242,2.15403,1.85506,2.54969
1.243,1.99588,1.8931,2.54975
1.244,2.16783,1.96732,2.54981
1.245,2.16208,2.01994,2.54988
1.246,1.58949,1.90365,2.54994
1.247,1.64697,1.83431,2.55001
1.248,1.92194,1.85798,2.55007
1.249,2.14646,1.93592,2.55013
1.25,1.36088,1.78056,2.5502
1.251,1.44191,1.68908,2.55026
1.252,2.00298,1.77388,2.55032
1.253,1.96278,1.82491,2.55039
1.254,1.17951,1.65055,2.55045
1.255,1.64351,1.64865,2.55052
1.256,1.42106,1.58717,2.55058
1.257,1.76292,1.63465,2.55064
1.258,1.6631,1.64233,2.55071
1.259,2.20112,1.79329,2.55077
1.26,1.82452,1.80173,2.55084
1.261,1.80604,1.80289,2.5509
1.262,1.32514,1.67382,2.55096
1.263,1.798,1.70737,2.55103
1.264,1.89183,1.7572,2.55109
1.265,1.52059,1.69328,2.55115
1.266,1.6445,1.6801,2.55122
1.267,1.71516,1.68957,2.55128
1.268,1.85226,1.73352,2.55135
1.269,1.80307,1.75231,2.55141
1.27,1.51288,1.68763,2.55147
1.271,1.7741,1.71099,2.55154
1.272,2.02721,1.79642,2.5516
1.273,1.95333,1.83881,2.55166
1.274,1.56279,1.76424,2.55173
1.275,2.23304,1.89089,2.55179
1.276,1.94361,1.90513,2.55186
1.277,1.69135,1.84738,2.55192
1.278,2.0475,1.90144,2.55198
1.279,1.89572,1.8999,2.55205
1.28,1.51932,1.79708,2.55211
1.281,1.64033,1.75473,2.55217
1.282,1.51986,1.69128,2.55224
1.283,2.13828,1.81204,2.5523
1.284,1.64478,1.76686,2.55237
1.285,1.97422,1.82288,2.55243
1.286,1.97814,1.86482,2.55249
1.287,1.75636,1.83552,2.55256
1.288,1.56438,1.76227,2.55262
1.289,2.05589,1.84159,2.55269
1.29,1.9465,1.86994,2.55275
1.291,1.9511,1.89186,2.55281
1.292,1.87323,1.88683,2.55288
1.293,2.07454,1.93754,2.55294
1.294,1.84565,1.91271,2.553
1.295,1.69061,1.85271,2.55307
1.296,2.11589,1.92381,2.55313
1.297,1.99314,1.94254,2.5532
1.298,1.91172,1.93421,2.55326
1.299,1.98941,1.94913,2.55332
1.3,1.38388,1.79642,2.55339
1.301,2.24702,1.91815,2.55345
1.302,2.08724,1.96383,2.55351
1.303,1.8021,1.92014,2.55358
1.304,2.06401,1.95901,2.55364
1.305,1.74953,1.90242,2.55371
1.306,2.12257,1.96189,2.55377
1.307,1.82609,1.92521,2.55383
1.308,1.89937,1.91823,2.5539
1.309,2.29177,2.01914,2.55396
1.31,1.5885,1.9028,2.55402
1.311,2.55438,2.07883,2.55409
1.312,1.98321,2.053,2.55415
1.313,2.1978,2.09212,2.55422
1.314,1.8566,2.02849,2.55428
1.315,2.04679,2.03344,2.55434
1.316,1.89023,1.99475,2.55441
1.317,1.83166,1.95069,2.55447
1.318,1.89894,1.93671,2.55454
1.319,1.81698,1.90436,2.5546
1.32,2.14705,1.96993,2.55466
1.321,1.89058,1.94849,2.55473
1.322,2.06996,1.98131,2.55479
1.323,1.82942,1.94027,2.55485
1.324,1.9372,1.93944,2.55492
1.325,1.99759,1.95515,2.55498
1.326,1.77079,1.90535,2.55505
1.327,2.04378,1.94275,2.55511
1.328,2.20502,2.0136,2.55517
1.329,2.09305,2.03506,2.55524
1.33,2.10342,2.05353,2.5553
1.331,1.79548,1.98382,2.55536
1.332,1.76247,1.92402,2.55543
1.333,2.18952,1.99575,2.55549
1.334,2.06491,2.01443,2.55556
1.335,1.89134,1.98118,2.55562
1.336,2.137,2.02327,2.55568
1.337,1.9666,2.00796,2.55575
1.338,2.0995,2.03269,2.55581
1.339,1.7746,1.96297,2.55587
1.34,2.02954,1.98095,2.55594
1.341,1.9023,1.95971,2.556
1.342,2.0966,1.99669,2.55607
1.343,2.18379,2.04724,2.55613
1.344,1.85527,1.99538,2.55619
1.345,2.51393,2.13547,2.55626
1.346,2.28935,2.17704,2.55632
1.347,2.05837,2.14498,2.55639
1.348,2.05913,2.12179,2.55645
1.349,1.92475,2.06856,2.55651
1.35,2.26423,2.12142,2.55658
1.351,1.95118,2.07543,2.55664
1.352,2.13473,2.09145,2.5567
1.353,2.25615,2.13594,2.55677
1.354,2.53148,2.2428,2.55683
1.355,2.34775,2.27115,2.5569
1.356,2.02681,2.20514,2.55696
1.357,1.89884,2.12239,2.55702
1.358,2.16928,2.13506,2.55709
1.359,2.18206,2.14776,2.55715
1.36,2.06682,2.12589,2.55721
1.361,2.35528,2.18786,2.55728
1.362,2.25686,2.2065,2.55734
1.363,2.28576,2.22792,2.55741
1.364,2.27324,2.24016,2.55747
1.365,2.0432,2.18695,2.55753
1.366,2.86792,2.37092,2.5576
1.367,2.14559,2.31005,2.55766
1.368,2.26499,2.29787,2.55772
1.369,2.1321,2.25309,2.55779
1.37,2.07437,2.20481,2.55785
1.371,1.86984,2.11431,2.55792
1.372,2.02111,2.08913,2.55798
1.373,2.13608,2.10182,2.55804
1.374,2.03984,2.08507,2.55811
1.375,2.3524,2.15729,2.55817
1.376,2.03735,2.12489,2.55824
1.377,2.06058,2.10752,2.5583
1.378,1.84736,2.03723,2.55836
1.379,2.00962,2.02977,2.55843
1.38,2.13579,2.05841,2.55849
1.381,2.19941,2.0965,2.55855
1.382,2.37887,2.17279,2.55862
1.383,2.12339,2.15944,2.55868
1.384,2.09691,2.14255,2.55875
1.385,2.3564,2.20032,2.55881
1.386,2.12416,2.17975,2.55887
1.387,1.80046,2.07728,2.55894
1.388,2.42525,2.17129,2.559
1.389,2.45492,2.24791,2.55906
1.39,2.17077,2.22707,2.55913
1.391,2.05747,2.18125,2.55919
1.392,2.12936,2.16723,2.55926
1.393,1.81625,2.07241,2.55932
1.394,2.13411,2.08908,2.55938
1.395,2.57821,2.22122,2.55945
1.396,2.94253,2.41609,2.55951
1.397,2.48489,2.43468,2.55957
1.398,1.89336,2.28844,2.55964
1.399,1.81637,2.1609,2.5597
1.4,1.89858,2.09004,2.55977
1.401,2.956,2.32398,2.55983
1.402,2.52968,2.37955,2.55989
1.403,2.34954,2.37145,2.55996
1.404,2.33584,2.36183,2.56002
1.405,2.46237,2.38899,2.56009
1.406,2.79278,2.49808,2.56015
1.407,2.20085,2.41778,2.56021
1.408,2.81778,2.52584,2.56028
1.409,2.54952,2.53224,2.56034
1.41,2.25898,2.45841,2.5604
1.411,2.4933,2.46784,2.56047
1.412,2.30103,2.42278,2.56053
1.413,2.56857,2.46216,2.5606
1.414,2.39264,2.44338,2.56066
1.415,2.66515,2.50329,2.56072
1.416,1.83653,2.32316,2.56079
1.417,2.89228,2.47691,2.56085
1.418,2.33216,2.43781,2.56091
1.419,2.22361,2.37994,2.56098
1.42,2.50844,2.41466,2.56104
1.421,1.78755,2.24524,2.56111
1.422,2.65987,2.35725,2.56117
1.423,2.4498,2.38226,2.56123
1.424,2.10244,2.30666,2.5613
1.425,2.53503,2.36836,2.56136
1.426,2.2643,2.34025,2.56142
1.427,2.37203,2.34883,2.56149
1.428,2.7462,2.45618,2.56155
1.429,1.83706,2.28892,2.56162
1.43,2.13023,2.24605,2.56168
1.431,2.72924,2.37659,2.56174
1.432,2.83631,2.50078,2.56181
1.433,2.51846,2.50556,2.56187
1.434,2.17392,2.41596,2.56194
1.435,2.2541,2.37224,2.562
1.436,2.49944,2.4066,2.56206
1.437,2.26373,2.36801,2.56213
1.438,2.38114,2.37155,2.56219
1.439,2.24593,2.33761,2.56225
1.44,2.50329,2.38237,2.56232
1.441,2.39643,2.38617,2.56238
1.442,2.33042,2.37111,2.56245
1.443,2.57735,2.42683,2.56251
1.444,3.26936,2.65444,2.56257
1.445,2.2568,2.54702,2.56264
1.446,2.62277,2.56748,2.5627
1.447,2.6476,2.58913,2.56276
1.448,2.5295,2.57302,2.56283
1.449,3.21904,2.74754,2.56289
1.45,2.41894,2.65877,2.56296
1.451,2.53432,2.62515,2.56302
1.452,2.47159,2.58366,2.56308
1.453,2.05555,2.44099,2.56315
1.454,2.39847,2.4295,2.56321
1.455,2.41915,2.42671,2.56327
1.456,2.71092,2.50349,2.56334
1.457,2.85918,2.59958,2.5634
1.458,2.5789,2.59399,2.56347
1.459,2.69122,2.62026,2.56353
1.46,2.86008,2.68505,2.56359
1.461,2.34149,2.59224,2.56366
1.462,2.50819,2.56953,2.56372
1.463,2.30138,2.49709,2.56378
1.464,2.78098,2.57378,2.56385
1.465,2.71918,2.61306,2.56391
1.466,2.60759,2.61158,2.56398
1.467,2.97199,2.70895,2.56404
1.468,2.79308,2.73168,2.5641
1.469,2.27598,2.60857,2.56417
1.47,2.6222,2.61225,2.56423
