time,original,filtered,fitted
2.208,5.09974,4.87557,2.61131
2.209,4.93388,4.89132,2.61137
2.21,4.79308,4.86478,2.61144
2.211,5.30261,4.98307,2.6115
2.212,4.80639,4.93534,2.61157
2.213,5.15237,4.99397,2.61163
2.214,5.19965,5.04954,2.61169
2.215,4.9313,5.01759,2.61176
2.216,5.01153,5.01596,2.61182
2.217,4.95315,4.99899,2.61188
2.218,4.57773,4.88518,2.61195
2.219,4.86712,4.8803,2.61201
2.22,4.76195,4.84833,2.61208
2.221,5.3166,4.97484,2.61214
2.222,5.04501,4.99379,2.6122
2.223,5.01149,4.99857,2.61227
2.224,4.69851,4.91751,2.61233
2.225,4.33945,4.76134,2.61239
2.226,5.37998,4.92847,2.61246
2.227,5.06598,4.96562,2.61252
2.228,5.45923,5.09897,2.61259
2.229,4.99054,5.06968,2.61265
2.23,5.25008,5.11842,2.61271
2.231,4.82204,5.03835,2.61278
2.232,5.03332,5.03699,2.61284
2.233,4.98423,5.02274,2.6129
2.234,4.91617,4.99395,2.61297
2.235,4.77475,4.93473,2.61303
2.236,5.49804,5.08691,2.6131
2.237,5.06812,5.08183,2.61316
2.238,4.66416,4.969,2.61322
2.239,4.87564,4.94377,2.61329
2.24,5.22275,5.01914,2.61335
2.241,5.13793,5.05123,2.61342
2.242,4.93996,5.02117,2.61348
2.243,5.0711,5.03466,2.61354
2.244,4.56747,4.90845,2.61361
2.245,4.92726,4.91353,2.61367
2.246,4.8282,4.89048,2.61373
2.247,5.47266,5.04776,2.6138
2.248,5.12743,5.06928,2.61386
2.249,5.05718,5.06601,2.61393
2.25,5.15754,5.09074,2.61399
2.251,5.25142,5.13415,2.61405
2.252,4.84894,5.0571,2.61412
2.253,4.88935,5.01178,2.61418
2.254,5.06206,5.02536,2.61424
2.255,4.55535,4.89839,2.61431
2.256,4.54949,4.80413,2.61437
2.257,4.69148,4.7737,2.61444
2.258,5.20315,4.88971,2.6145
2.259,4.95405,4.90709,2.61456
2.26,4.86895,4.89679,2.61463
2.261,5.08841,4.94856,2.61469
2.262,4.65085,4.86813,2.61475
2.263,4.5485,4.78178,2.61482
2.264,4.86888,4.80531,2.61488
2.265,4.76012,4.7931,2.61495
2.266,4.78882,4.79195,2.61501
2.267,5.19367,4.90047,2.61507
2.268,4.70019,4.84637,2.61514
2.269,4.70875,4.80919,2.6152
2.27,5.05165,4.87469,2.61527
2.271,4.89866,4.88117,2.61533
2.272,5.20013,4.96734,2.61539
2.273,4.88073,4.94394,2.61546
2.274,4.6365,4.86088,2.61552
2.275,4.96396,4.88873,2.61558
2.276,5.10145,4.9462,2.61565
2.277,5.10178,4.98823,2.61571
2.278,4.86532,4.95503,2.61578
2.279,4.8423,4.92457,2.61584
2.28,4.98477,4.94083,2.6159
2.281,4.60663,4.85055,2.61597
2.282,5.2508,4.95868,2.61603
2.283,4.73714,4.89883,2.61609
2.284,4.89475,4.89773,2.61616
2.285,4.98903,4.92239,2.61622
2.286,4.8313,4.89778,2.61629
2.287,4.88062,4.89315,2.61635
2.288,4.42907,4.76777,2.61641
2.289,5.14573,4.86988,2.61648
2.29,4.84966,4.86442,2.61654
2.291,5.33923,4.99269,2.6166
2.292,4.87752,4.96157,2.61667
2.293,5.29014,5.05034,2.61673
2.294,4.79497,4.98135,2.6168
2.295,5.22942,5.04837,2.61686
2.296,4.67556,4.94765,2.61692
2.297,5.09122,4.98644,2.61699
2.298,4.82292,4.94226,2.61705
2.299,5.02932,4.96578,2.61712
2.3,4.91721,4.95266,2.61718
2.301,5.19621,5.01846,2.61724
2.302,5.39394,5.11989,2.61731
2.303,4.95814,5.07619,2.61737
2.304,5.53713,5.20072,2.61743
2.305,4.59679,5.03757,2.6175
2.306,5.22105,5.08714,2.61756
2.307,5.13084,5.09894,2.61763
2.308,5.03053,5.08046,2.61769
2.309,4.74707,4.99039,2.61775
2.31,5.43814,5.11135,2.61782
2.311,4.80905,5.02968,2.61788
2.312,4.82361,4.97401,2.61794
2.313,5.30189,5.06259,2.61801
2.314,4.85732,5.00714,2.61807
2.315,5.06845,5.0237,2.61814
2.316,5.38435,5.12113,2.6182
2.317,5.26704,5.16055,2.61826
2.318,4.76407,5.05344,2.61833
2.319,5.2751,5.11332,2.61839
2.32,5.24348,5.14848,2.61845
2.321,4.92162,5.0872,2.61852
2.322,4.7227,4.98873,2.61858
2.323,5.09451,5.0173,2.61865
2.324,5.04437,5.02462,2.61871
2.325,4.91573,4.9952,2.61877
2.326,5.19761,5.04988,2.61884
2.327,4.96383,5.02663,2.6189
2.328,5.05864,5.03528,2.61896
2.329,4.29899,4.83637,2.61903
2.33,5.41138,4.99171,2.61909
2.331,4.83275,4.94877,2.61916
2.332,5.16628,5.00753,2.61922
2.333,4.60228,4.89805,2.61928
2.334,5.21041,4.98243,2.61935
2.335,5.01198,4.99042,2.61941
2.336,5.09261,5.01802,2.61948
2.337,5.04195,5.02449,2.61954
2.338,5.03624,5.02766,2.6196
2.339,4.97999,5.01478,2.61967
2.34,5.10661,5.03959,2.61973
2.341,5.16493,5.07345,2.61979
2.342,4.7804,4.99428,2.61986
2.343,4.84554,4.9541,2.61992
2.344,4.95813,4.95519,2.61999
2.345,4.92574,4.94723,2.62005
2.346,5.09353,4.98675,2.62011
2.347,5.1507,5.03105,2.62018
2.348,5.38419,5.12645,2.62024
2.349,4.91189,5.06848,2.6203
2.35,5.45663,5.17334,2.62037
2.351,4.40857,4.96674,2.62043
2.352,4.63519,4.87717,2.6205
2.353,4.99659,4.90943,2.62056
2.354,4.68973,4.85007,2.62062
2.355,4.82115,4.84226,2.62069
2.356,4.99146,4.88257,2.62075
2.357,4.59324,4.8044,2.62081
2.358,5.14303,4.89589,2.62088
2.359,5.14515,4.96323,2.62094
2.36,4.97966,4.96767,2.62101
2.361,4.89548,4.94817,2.62107
2.362,5.14676,5.00182,2.62113
2.363,4.97387,4.99427,2.6212
2.364,5.18856,5.04676,2.62126
2.365,5.07523,5.05445,2.62133
2.366,5.09061,5.06422,2.62139
2.367,4.93398,5.02903,2.62145
2.368,4.68603,4.93637,2.62152
2.369,4.7394,4.88315,2.62158
2.37,5.17766,4.96272,2.62164
2.371,5.03423,4.98204,2.62171
2.372,5.42328,5.10124,2.62177
2.373,5.03417,5.08312,2.62184
2.374,5.08427,5.08343,2.6219
2.375,5.06324,5.07798,2.62196
2.376,4.9868,5.05334,2.62203
2.377,4.95465,5.02668,2.62209
2.378,4.75045,4.95206,2.62215
2.379,5.28785,5.04277,2.62222
2.38,5.04424,5.04317,2.62228
2.381,4.89081,5.00201,2.62235
2.382,4.93465,4.98381,2.62241
2.383,5.46046,5.11258,2.62247
2.384,4.80896,5.03056,2.62254
2.385,5.13979,5.06007,2.6226
2.386,5.2642,5.11521,2.62266
2.387,4.9656,5.07479,2.62273
2.388,5.14982,5.09506,2.62279
2.389,4.90321,5.04323,2.62286
2.39,5.7754,5.24103,2.62292
2.391,5.06439,5.19331,2.62298
2.392,4.87534,5.10741,2.62305
2.393,4.96537,5.06904,2.62311
2.394,5.24618,5.11689,2.62318
2.395,4.69542,5.00303,2.62324
2.396,5.08127,5.02417,2.6233
2.397,4.88211,4.98579,2.62337
2.398,5.07005,5.00855,2.62343
2.399,5.26606,5.07812,2.62349
2.4,5.05617,5.07219,2.62356
2.401,5.18136,5.10169,2.62362
2.402,4.84665,5.03279,2.62369
2.403,5.01205,5.02719,2.62375
2.404,4.89155,4.99054,2.62381
2.405,4.39179,4.82879,2.62388
2.406,4.99178,4.87282,2.62394
2.407,4.83384,4.86229,2.624
2.408,5.00169,4.89995,2.62407
2.409,4.56769,4.81019,2.62413
2.41,4.94336,4.84616,2.6242
2.411,4.81795,4.83854,2.62426
2.412,4.89025,4.85251,2.62432
2.413,5.2254,4.95325,2.62439
2.414,4.87999,4.93346,2.62445
2.415,5.15945,4.99451,2.62451
2.416,4.69414,4.91337,2.62458
2.417,4.95319,4.92412,2.62464
2.418,4.81644,4.89503,2.62471
2.419,4.88571,4.89251,2.62477
2.42,5.32677,5.00983,2.62483
2.421,4.91764,4.98492,2.6249
2.422,4.55677,4.86926,2.62496
2.423,4.90318,4.87842,2.62503
2.424,5.11915,4.94345,2.62509
2.425,5.12981,4.9938,2.62515
2.426,4.60682,4.88925,2.62522
2.427,5.12741,4.95359,2.62528
2.428,5.03886,4.97663,2.62534
2.429,5.42031,5.09649,2.62541
2.43,4.70565,4.9909,2.62547
2.431,4.76667,4.93033,2.62554
2.432,5.00695,4.95103,2.6256
2.433,5.34387,5.05716,2.62566
2.434,5.15678,5.08407,2.62573
2.435,4.98395,5.05702,2.62579
2.436,5.16884,5.08723,2.62585
2.437,4.93528,5.04618,2.62592
2.438,5.46608,5.15962,2.62598
2.439,4.73838,5.04582,2.62605
2.44,5.12752,5.06789,2.62611
2.441,4.29767,4.85981,2.62617
2.442,5.11988,4.93007,2.62624
2.443,4.86736,4.91313,2.6263
2.444,4.97075,4.9287,2.62636
2.445,4.71836,4.87187,2.62643
2.446,4.82294,4.85865,2.62649
2.447,4.73231,4.82452,2.62656
2.448,4.89707,4.84412,2.62662
2.449,5.14061,4.92422,2.62668
2.45,4.93964,4.92838,2.62675
2.451,5.15972,4.99088,2.62681
2.452,4.95043,4.97995,2.62688
2.453,4.97238,4.97791,2.62694
2.454,5.42076,5.09755,2.627
2.455,5.06451,5.08862,2.62707
2.456,5.30515,5.14712,2.62713
2.457,5.11065,5.13727,2.62719
2.458,5.05802,5.11586,2.62726
2.459,5.18658,5.13496,2.62732
2.46,5.33031,5.18774,2.62739
2.461,4.98174,5.13208,2.62745
2.462,4.8723,5.0619,2.62751
2.463,5.34443,5.13823,2.62758
2.464,4.86751,5.06509,2.62764
2.465,4.6349,4.94887,2.6277
2.466,4.6725,4.87421,2.62777
2.467,5.11076,4.93812,2.62783
2.468,4.95555,4.94283,2.6279
2.469,4.98339,4.95378,2.62796
2.47,5.17394,5.01326,2.62802
2.471,5.25197,5.07775,2.62809
2.472,4.41931,4.89987,2.62815
2.473,4.90256,4.90059,2.62821
2.474,4.80474,4.8747,2.62828
2.475,5.52634,5.05074,2.62834
2.476,4.80416,4.98413,2.62841
2.477,4.99386,4.98676,2.62847
2.478,4.48674,4.85167,2.62853
2.479,5.22569,4.95272,2.6286
2.48,4.84634,4.92398,2.62866
2.481,4.90006,4.91752,2.62873
2.482,5.01045,4.94262,2.62879
2.483,4.8819,4.92622,2.62885
2.484,4.70139,4.86548,2.62892
2.485,4.87257,4.8674,2.62898
2.486,4.85852,4.865,2.62904
2.487,5.19983,4.95546,2.62911
2.488,4.75223,4.90055,2.62917
2.489,5.22817,4.98906,2.62924
2.49,4.774,4.93096,2.6293
2.491,4.92171,4.92846,2.62936
2.492,5.0184,4.95276,2.62943
2.493,4.62811,4.86505,2.62949
2.494,5.11846,4.93351,2.62955
2.495,4.77082,4.88956,2.62962
2.496,4.52877,4.79209,2.62968
2.497,4.79177,4.792,2.62975
2.498,4.87516,4.81447,2.62981
2.499,4.99297,4.86269,2.62987
2.5,5.0638,4.91702,2.62994
2.501,4.71982,4.86375,2.63
2.502,4.75953,4.83559,2.63006
2.503,5.45273,5.00231,2.63013
2.504,4.76588,4.93844,2.63019
2.505,5.0851,4.97806,2.63026
2.506,5.01688,4.98855,2.63032
2.507,4.93514,4.97412,2.63038
2.508,4.70365,4.90105,2.63045
2.509,5.07301,4.94751,2.63051
2.51,5.22118,5.02144,2.63058
2.511,5.08557,5.03876,2.63064
2.512,5.16151,5.07192,2.6307
2.513,4.99418,5.05092,2.63077
2.514,5.62326,5.20554,2.63083
2.515,4.5474,5.02774,2.63089
2.516,4.76579,4.95697,2.63096
2.517,4.87121,4.9338,2.63102
2.518,4.85114,4.91147,2.63109
2.519,4.98114,4.93029,2.63115
2.52,4.94419,4.93405,2.63121
2.521,4.77932,4.89225,2.63128
2.522,4.77944,4.86177,2.63134
2.523,4.43711,4.74705,2.6314
2.524,5.3705,4.91548,2.63147
2.525,4.39854,4.77582,2.63153
2.526,5.41073,4.94735,2.6316
2.527,4.8446,4.91959,2.63166
2.528,5.15714,4.98377,2.63172
2.529,4.41591,4.83036,2.63179
2.53,4.70698,4.79703,2.63185
2.531,5.06689,4.86993,2.63191
2.532,4.71022,4.82678,2.63198
2.533,4.98766,4.87025,2.63204
2.534,4.77244,4.84382,2.63211
2.535,4.51979,4.75628,2.63217
2.536,5.04629,4.83463,2.63223
2.537,4.67744,4.79217,2.6323
2.538,4.59709,4.73946,2.63236
2.539,4.68269,4.72412,2.63243
2.54,4.98517,4.79465,2.63249
2.541,5.24686,4.91682,2.63255
2.542,5.31992,5.02572,2.63262
2.543,4.88713,4.98828,2.63268
2.544,4.53374,4.86548,2.63274
2.545,4.84237,4.85924,2.63281
2.546,4.42947,4.74313,2.63287
2.547,4.78186,4.7536,2.63294
2.548,4.79429,4.76459,2.633
2.549,4.96932,4.8199,2.63306
2.55,4.70429,4.78867,2.63313
2.551,5.25159,4.91373,2.63319
2.552,4.81516,4.8871,2.63325
2.553,4.85643,4.87881,2.63332
2.554,5.3118,4.99579,2.63338
2.555,4.93188,4.97852,2.63345
2.556,5.00462,4.98557,2.63351
2.557,5.1663,5.0344,2.63357
2.558,5.27082,5.09827,2.63364
2.559,4.6551,4.97854,2.6337
2.56,4.89844,4.9569,2.63376
2.561,4.75444,4.90221,2.63383
2.562,4.55964,4.80966,2.63389
2.563,5.22983,4.92317,2.63396
2.564,4.86217,4.90669,2.63402
2.565,4.47528,4.79014,2.63408
2.566,4.91313,4.82337,2.63415
2.567,5.0707,4.89019,2.63421
2.568,4.85568,4.88086,2.63428
2.569,4.88138,4.881,2.63434
2.57,5.33045,5.00242,2.6344
2.571,4.49538,4.86544,2.63447
2.572,4.52754,4.77416,2.63453
2.573,5.2532,4.90357,2.63459
2.574,4.87945,4.89706,2.63466
2.575,4.46331,4.77988,2.63472
2.576,4.83581,4.79499,2.63479
2.577,5.1785,4.8986,2.63485
2.578,5.00077,4.9262,2.63491
2.579,5.22446,5.00678,2.63498
2.58,5.08254,5.02724,2.63504
2.581,4.72556,4.94574,2.6351
2.582,4.60968,4.85495,2.63517
2.583,4.91348,4.87076,2.63523
2.584,4.58895,4.79463,2.6353
2.585,4.9294,4.83104,2.63536
2.586,4.86419,4.84,2.63542
2.587,5.41734,4.99597,2.63549
2.588,4.91383,4.97378,2.63555
2.589,4.63349,4.88185,2.63561
2.59,4.67591,4.82621,2.63568
2.591,4.562,4.75483,2.63574
2.592,4.90945,4.7966,2.63581
2.593,5.07903,4.8729,2.63587
2.594,4.81617,4.85758,2.63593
2.595,4.92644,4.87618,2.636
2.596,4.71956,4.83387,2.63606
2.597,4.98764,4.87541,2.63613
2.598,4.48596,4.7702,2.63619
2.599,4.9808,4.82709,2.63625
2.6,5.05105,4.8876,2.63632
2.601,4.58632,4.8062,2.63638
2.602,5.20119,4.91291,2.63644
2.603,4.63562,4.838,2.63651
2.604,4.72382,4.80715,2.63657
2.605,4.51563,4.72839,2.63664
2.606,4.42001,4.64508,2.6367
2.607,4.91817,4.71886,2.63676
2.608,4.71813,4.71866,2.63683
2.609,4.8347,4.75001,2.63689
2.61,4.56948,4.70124,2.63695
2.611,4.80734,4.7299,2.63702
2.612,4.62179,4.70069,2.63708
2.613,4.90258,4.75523,2.63715
2.614,3.97026,4.54317,2.63721
2.615,4.91617,4.64394,2.63727
2.616,4.63279,4.64093,2.63734
2.617,4.54651,4.61542,2.6374
2.618,4.8425,4.67677,2.63746
2.619,4.60509,4.6574,2.63753
2.62,5.13359,4.78605,2.63759
2.621,4.67434,4.75587,2.63766
2.622,4.60731,4.71574,2.63772
2.623,4.8802,4.76017,2.63778
2.624,4.45385,4.67741,2.63785
2.625,4.79011,4.70786,2.63791
2.626,4.84151,4.74396,2.63797
2.627,4.62265,4.71119,2.63804
2.628,4.90142,4.76258,2.6381
2.629,5.16245,4.87061,2.63817
2.63,4.62705,4.80481,2.63823
2.631,4.8238,4.80994,2.63829
2.632,4.2187,4.65021,2.63836
2.633,4.43429,4.59188,2.63842
2.634,4.61558,4.59828,2.63849
2.635,4.35427,4.53236,2.63855
2.636,4.46803,4.51498,2.63861
2.637,4.62115,4.54366,2.63868
2.638,4.60862,4.56121,2.63874
2.639,4.44486,4.52978,2.6388
2.64,4.67863,4.56999,2.63887
2.641,5.12385,4.71962,2.63893
2.642,4.87654,4.76201,2.639
2.643,5.42636,4.94149,2.63906
2.644,4.6058,4.8508,2.63912
2.645,5.02282,4.89727,2.63919
2.646,4.72767,4.85146,2.63925
2.647,4.80222,4.83815,2.63931
2.648,4.63456,4.78315,2.63938
2.649,5.05639,4.85697,2.63944
2.65,4.79383,4.83991,2.63951
2.651,4.50672,4.7499,2.63957
2.652,4.16734,4.59252,2.63963
2.653,4.37963,4.535,2.6397
2.654,4.66088,4.56901,2.63976
2.655,4.86767,4.64969,2.63982
2.656,4.8001,4.69033,2.63989
2.657,4.83679,4.7299,2.63995
2.658,4.74227,4.73324,2.64002
2.659,5.07619,4.82589,2.64008
2.66,4.66477,4.78236,2.64014
2.661,4.75032,4.7737,2.64021
2.662,4.48873,4.69672,2.64027
2.663,4.93892,4.76215,2.64034
2.664,4.51479,4.69532,2.6404
2.665,4.88258,4.74591,2.64046
2.666,4.30489,4.62677,2.64053
2.667,4.75839,4.66232,2.64059
2.668,4.41007,4.59418,2.64065
2.669,4.28596,4.51091,2.64072
2.67,4.83729,4.59908,2.64078
2.671,4.94816,4.69339,2.64085
2.672,4.79303,4.72031,2.64091
2.673,4.32057,4.61231,2.64097
2.674,4.11022,4.47667,2.64104
2.675,4.35626,4.44414,2.6411
2.676,4.41998,4.43761,2.64116
2.677,4.23453,4.38275,2.64123
2.678,4.65481,4.45625,2.64129
2.679,3.98663,4.32938,2.64136
2.68,4.43738,4.35855,2.64142
2.681,3.99953,4.26156,2.64148
2.682,4.57102,4.34516,2.64155
2.683,4.86292,4.48504,2.64161
2.684,4.29026,4.43242,2.64167
2.685,4.75633,4.51993,2.64174
2.686,4.78453,4.59141,2.6418
2.687,4.5769,4.58749,2.64187
2.688,4.84219,4.6563,2.64193
2.689,5.35654,4.84547,2.64199
2.69,4.52389,4.7586,2.64206
2.691,3.99291,4.55174,2.64212
2.692,4.34834,4.49679,2.64219
2.693,4.75483,4.5665,2.64225
2.694,4.71173,4.60574,2.64231
2.695,4.24769,4.50901,2.64238
2.696,4.3874,4.47615,2.64244
2.697,4.82205,4.5696,2.6425
2.698,4.6451,4.59,2.64257
2.699,4.62535,4.59955,2.64263
2.7,4.53591,4.58236,2.6427
2.701,4.42448,4.5397,2.64276
2.702,4.15134,4.43479,2.64282
2.703,4.79552,4.53224,2.64289
2.704,4.24806,4.45547,2.64295
2.705,4.19516,4.38514,2.64301
2.706,4.50704,4.41808,2.64308
2.707,4.603,4.46804,2.64314
2.708,4.875,4.57798,2.64321
2.709,4.66782,4.60225,2.64327
2.71,4.76927,4.64737,2.64333
2.711,4.62348,4.64092,2.6434
2.712,5.10721,4.76689,2.64346
2.713,4.16003,4.60294,2.64352
2.714,4.49099,4.5727,2.64359
2.715,4.36027,4.51531,2.64365
2.716,4.42877,4.49193,2.64372
2.717,4.59127,4.51877,2.64378
2.718,4.72379,4.57416,2.64384
2.719,4.66362,4.59832,2.64391
2.72,4.25541,4.50568,2.64397
2.721,4.51319,4.50771,2.64404
2.722,4.78395,4.58234,2.6441
2.723,4.6218,4.593,2.64416
2.724,4.27927,4.50824,2.64423
2.725,4.76712,4.57818,2.64429
2.726,4.55392,4.57163,2.64435
2.727,4.25872,4.48709,2.64442
2.728,4.46785,4.48189,2.64448
2.729,4.15556,4.39373,2.64455
2.73,4.31471,4.37239,2.64461
2.731,4.75583,4.47598,2.64467
2.732,4.33519,4.43794,2.64474
2.733,3.66331,4.22867,2.6448
2.734,4.54139,4.31315,2.64486
2.735,4.44433,4.34859,2.64493
2.736,4.47916,4.38387,2.64499
2.737,4.88317,4.51876,2.64506
2.738,4.23883,4.44313,2.64512
2.739,4.64755,4.49836,2.64518
2.74,4.54498,4.51095,2.64525
2.741,4.10412,4.40105,2.64531
2.742,4.58805,4.45157,2.64537
2.743,4.34734,4.42341,2.64544
2.744,3.99095,4.30658,2.6455
2.745,4.71513,4.41695,2.64557
2.746,4.63886,4.4769,2.64563
2.747,4.60565,4.51168,2.64569
2.748,4.39931,4.48132,2.64576
2.749,4.53512,4.49586,2.64582
2.75,4.58673,4.52041,2.64589
2.751,4.52123,4.52063,2.64595
2.752,4.02227,4.386,2.64601
2.753,3.94849,4.2678,2.64608
2.754,4.48591,4.32673,2.64614
2.755,4.45597,4.36164,2.6462
2.756,4.24509,4.33015,2.64627
2.757,3.91991,4.21933,2.64633
2.758,4.66161,4.33881,2.6464
2.759,4.72635,4.44351,2.64646
2.76,4.54318,4.47043,2.64652
2.761,4.46686,4.46947,2.64659
2.762,4.1462,4.38214,2.64665
2.763,4.04873,4.29207,2.64671
2.764,4.2557,4.28224,2.64678
2.765,4.32189,4.29295,2.64684
2.766,4.25462,4.2826,2.64691
2.767,4.2095,4.26285,2.64697
2.768,4.10912,4.22132,2.64703
2.769,3.82957,4.11548,2.6471
2.77,4.06215,4.10108,2.64716
2.771,4.52302,4.21507,2.64722
2.772,4.5573,4.30752,2.64729
2.773,4.75381,4.42809,2.64735
2.774,4.15599,4.35458,2.64742
2.775,4.39825,4.36638,2.64748
2.776,4.76676,4.47454,2.64754
2.777,3.96047,4.33566,2.64761
2.778,4.11747,4.27672,2.64767
2.779,4.64227,4.37547,2.64774
2.78,4.2133,4.33166,2.6478
2.781,4.5184,4.38211,2.64786
2.782,4.09866,4.30554,2.64793
2.783,4.25171,4.291,2.64799
2.784,4.27888,4.28772,2.64805
2.785,4.55057,4.35873,2.64812
2.786,4.13713,4.29887,2.64818
2.787,3.74769,4.14996,2.64825
2.788,4.17343,4.1563,2.64831
2.789,4.34986,4.20859,2.64837
2.79,4.36629,4.25119,2.64844
2.791,4.20534,4.23881,2.6485
2.792,4.17947,4.22278,2.64856
2.793,3.90833,4.13783,2.64863
2.794,3.90009,4.0736,2.64869
2.795,4.39847,4.16137,2.64876
2.796,4.5832,4.27533,2.64882
2.797,4.42401,4.31549,2.64888
2.798,4.18497,4.28023,2.64895
2.799,4.26798,4.27692,2.64901
2.8,4.40809,4.31236,2.64907
2.801,4.31939,4.31426,2.64914
2.802,4.22729,4.29076,2.6492
2.803,4.14989,4.25271,2.64927
2.804,4.27657,4.25915,2.64933
2.805,4.1437,4.22796,2.64939
2.806,4.17135,4.21267,2.64946
2.807,4.07157,4.17455,2.64952
2.808,4.1687,4.17297,2.64959
2.809,4.72183,4.32125,2.64965
2.81,4.26827,4.30693,2.64971
2.811,4.42277,4.33823,2.64978
2.812,4.13238,4.28262,2.64984
2.813,4.50809,4.34353,2.6499
2.814,3.90798,4.22586,2.64997
2.815,4.09278,4.18991,2.65003
2.816,3.89127,4.10923,2.6501
2.817,4.12726,4.1141,2.65016
2.818,4.2241,4.14382,2.65022
2.819,4.05178,4.11895,2.65029
2.82,3.90059,4.05996,2.65035
2.821,4.21689,4.10236,2.65041
2.822,4.15835,4.11748,2.65048
2.823,4.24647,4.15233,2.65054
2.824,4.22693,4.17248,2.65061
2.825,4.39619,4.23292,2.65067
2.826,4.12358,4.20338,2.65073
2.827,4.57989,4.3051,2.6508
2.828,4.54591,4.37015,2.65086
2.829,4.44193,4.38954,2.65092
2.83,4.00553,4.2858,2.65099
2.831,3.93651,4.19144,2.65105
2.832,4.04459,4.15177,2.65112
2.833,4.15113,4.15159,2.65118
2.834,4.0083,4.11288,2.65124
2.835,3.88326,4.05085,2.65131
2.836,4.21858,4.09616,2.65137
2.837,4.02182,4.07608,2.65144
2.838,4.49559,4.18941,2.6515
2.839,4.26305,4.20931,2.65156
2.84,4.2457,4.21914,2.65163
2.841,4.62751,4.32946,2.65169
2.842,3.79585,4.1853,2.65175
2.843,3.94805,4.12121,2.65182
2.844,4.11268,4.1189,2.65188
2.845,4.12619,4.12087,2.65195
2.846,3.96829,4.07965,2.65201
2.847,4.0359,4.06783,2.65207
2.848,4.02364,4.05589,2.65214
2.849,4.38925,4.14595,2.6522
2.85,3.83573,4.06214,2.65226
2.851,4.41492,4.15745,2.65233
2.852,3.87412,4.0809,2.65239
2.853,4.28307,4.13552,2.65246
2.854,4.59474,4.25958,2.65252
2.855,4.41156,4.30064,2.65258
2.856,4.06641,4.23736,2.65265
2.857,3.85729,4.13468,2.65271
2.858,3.70442,4.01844,2.65277
2.859,3.55098,3.89216,2.65284
2.86,3.64975,3.82667,2.6529
2.861,4.074,3.89349,2.65297
2.862,3.8044,3.86942,2.65303
2.863,3.81138,3.85374,2.65309
2.864,4.24893,3.9605,2.65316
2.865,3.92652,3.95132,2.65322
2.866,3.99567,3.9633,2.65329
2.867,3.80817,3.92139,2.65335
2.868,3.98109,3.93752,2.65341
2.869,4.14694,3.9941,2.65348
2.87,3.86865,3.96021,2.65354
2.871,4.07747,3.99188,2.6536
2.872,4.13693,4.03107,2.65367
2.873,3.51044,3.89042,2.65373
2.874,3.70941,3.84152,2.6538
2.875,3.48176,3.74433,2.65386
2.876,4.06541,3.83107,2.65392
2.877,3.80201,3.82322,2.65399
2.878,3.97419,3.86401,2.65405
2.879,3.65201,3.80673,2.65411
2.88,3.98151,3.85395,2.65418
2.881,4.24477,3.95953,2.65424
2.882,3.8807,3.93823,2.65431
2.883,3.76111,3.89038,2.65437
2.884,4.03029,3.92818,2.65443
2.885,4.15919,3.99059,2.6545
2.886,4.02007,3.99856,2.65456
2.887,3.48854,3.86077,2.65462
2.888,3.70065,3.81751,2.65469
2.889,4.16478,3.91133,2.65475
2.89,4.00987,3.93795,2.65482
2.891,4.05405,3.96932,2.65488
2.892,4.12247,4.01069,2.65494
2.893,3.90081,3.981,2.65501
2.894,4.32678,4.07442,2.65507
2.895,4.17163,4.10068,2.65513
2.896,3.57737,3.95931,2.6552
2.897,4.72812,4.167,2.65526
2.898,3.82217,4.07384,2.65533
2.899,4.36396,4.15222,2.65539
2.9,4.12,4.14352,2.65545
2.901,3.75166,4.03765,2.65552
2.902,3.9355,4.01006,2.65558
2.903,3.91851,3.98532,2.65565
2.904,4.10132,4.01666,2.65571
2.905,3.83474,3.96751,2.65577
2.906,3.50563,3.84273,2.65584
2.907,3.63824,3.78749,2.6559
2.908,4.01518,3.849,2.65596
2.909,3.68646,3.80509,2.65603
2.91,4.20674,3.9136,2.65609
2.911,4.08167,3.959,2.65616
2.912,3.89006,3.94038,2.65622
2.913,3.78383,3.89808,2.65628
2.914,3.99247,3.92358,2.65635
2.915,3.43336,3.79115,2.65641
2.916,3.98821,3.84438,2.65647
2.917,3.7592,3.82137,2.65654
2.918,3.75629,3.80379,2.6566
2.919,4.37908,3.95921,2.65667
2.92,3.70127,3.88953,2.65673
2.921,4.08684,3.94283,2.65679
2.922,3.95333,3.94567,2.65686
2.923,3.50148,3.82567,2.65692
2.924,3.64106,3.77579,2.65698
2.925,3.89573,3.80819,2.65705
2.926,4.14811,3.90003,2.65711
2.927,3.72304,3.85221,2.65718
2.928,3.98928,3.88924,2.65724
2.929,3.94683,3.9048,2.6573
2.93,3.79557,3.87529,2.65737
2.931,3.82774,3.86244,2.65743
2.932,3.67107,3.81074,2.6575
2.933,3.95668,3.85017,2.65756
2.934,3.92355,3.86999,2.65762
2.935,3.44385,3.75487,2.65769
2.936,3.47535,3.67935,2.65775
2.937,3.72065,3.69051,2.65781
2.938,3.87679,3.74083,2.65788
2.939,4.11137,3.84094,2.65794
2.94,3.65282,3.79012,2.65801
2.941,3.70372,3.76678,2.65807
2.942,3.88649,3.79912,2.65813
2.943,3.87106,3.81855,2.6582
2.944,3.67314,3.77927,2.65826
